State,Title,Source,Format,SizeMB,Updated,Filename,URL
Wisconsin,"Wisconsin 2021 Select Income Data from the American Community Survey (2017-2021) at the Block Group level","US Census Bureau",SHP,14,20230609,wi_inc_2021_bg.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2021%2FINCOME%2Fbg_inc_2021_shp%2Fwi_inc_2021_bg.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=41991
Wisconsin,"Wisconsin 2021 Select Income Data from the American Community Survey (2017-2021) at the Census Tract level","US Census Bureau",CSV,0.1,20230609,wi_inc_2021_t.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2021%2FINCOME%2Ft_inc_2021_csv%2Fwi_inc_2021_t.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=42091
Wisconsin,"Wisconsin 2021 Select Income Data from the American Community Survey (2017-2021) at the Census Tract level","US Census Bureau",SHP,7.7,20230609,wi_inc_2021_t.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2021%2FINCOME%2Ft_inc_2021_shp%2Fwi_inc_2021_t.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=42091
Wisconsin,"Wisconsin 2021 Select Income Data from the American Community Survey (2017-2021) at the County level","US Census Bureau",CSV,0.1,20230609,wi_inc_2021_cnty.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2021%2FINCOME%2Fcnty_inc_2021_csv%2Fwi_inc_2021_cnty.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=42041
Wisconsin,"Wisconsin 2021 Select Income Data from the American Community Survey (2017-2021) at the County level","US Census Bureau",SHP,1,20230609,wi_inc_2021_cnty.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2021%2FINCOME%2Fcnty_inc_2021_shp%2Fwi_inc_2021_cnty.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=42041
Wisconsin,"Wisconsin 2021 Select Language Data from the American Community Survey (2017-2021) at the Census Tract level","US Census Bureau",CSV,0.1,20230609,wi_lang_2021_t.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2021%2FLANGUAGE%2Ft_lang_2021_csv%2Fwi_lang_2021_t.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=41940
Wisconsin,"Wisconsin 2021 Select Language Data from the American Community Survey (2017-2021) at the Census Tract level","US Census Bureau",SHP,7.6,20230609,wi_lang_2021_t.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2021%2FLANGUAGE%2Ft_lang_2021_shp%2Fwi_lang_2021_t.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=41940
Wisconsin,"Wisconsin 2021 Select Language Data from the American Community Survey (2017-2021) at the County level","US Census Bureau",CSV,0.1,20230609,wi_lang_2021_cnty.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2021%2FLANGUAGE%2Fcnty_lang_2021_csv%2Fwi_lang_2021_cnty.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=41890
Wisconsin,"Wisconsin 2021 Select Language Data from the American Community Survey (2017-2021) at the County level","US Census Bureau",SHP,1,20230609,wi_lang_2021_cnty.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2021%2FLANGUAGE%2Fcnty_lang_2021_shp%2Fwi_lang_2021_cnty.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=41890
Wisconsin,"Wisconsin 2021 Select Poverty Data from the American Community Survey (2017-2021) at the Block Group level","US Census Bureau",CSV,0.1,20230608,wi_pov_2021_bg.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2021%2FPOVERTY%2Fbg_pov_2021_csv%2Fwi_pov_2021_bg.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=41736
Wisconsin,"Wisconsin 2021 Select Poverty Data from the American Community Survey (2017-2021) at the Block Group level","US Census Bureau",SHP,14,20230608,wi_pov_2021_bg.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2021%2FPOVERTY%2Fbg_pov_2021_shp%2Fwi_pov_2021_bg.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=41736
Wisconsin,"Wisconsin 2021 Select Poverty Data from the American Community Survey (2017-2021) at the Census Tract level","US Census Bureau",CSV,0.1,20230608,wi_pov_2021_t.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2021%2FPOVERTY%2Ft_pov_2021_csv%2Fwi_pov_2021_t.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=41836
Wisconsin,"Wisconsin 2021 Select Poverty Data from the American Community Survey (2017-2021) at the Census Tract level","US Census Bureau",SHP,7.7,20230608,wi_pov_2021_t.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2021%2FPOVERTY%2Ft_pov_2021_shp%2Fwi_pov_2021_t.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=41836
Wisconsin,"Wisconsin 2021 Select Poverty Data from the American Community Survey (2017-2021) at the County level","US Census Bureau",CSV,0.1,20230608,wi_pov_2021_cnty.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2021%2FPOVERTY%2Fcnty_pov_2021_csv%2Fwi_pov_2021_cnty.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=41786
Wisconsin,"Wisconsin 2021 Select Poverty Data from the American Community Survey (2017-2021) at the County level","US Census Bureau",SHP,1,20230608,wi_pov_2021_cnty.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2021%2FPOVERTY%2Fcnty_pov_2021_shp%2Fwi_pov_2021_cnty.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=41786
Wisconsin,"Wisconsin 2021 Select Race Data from the American Community Survey (2017-2021) at the Block Group level","US Census Bureau",CSV,0.1,20230608,wi_race_2021_bg.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2021%2FRACE%2Fbg_race_2021_csv%2Fwi_race_2021_bg.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=41586
Wisconsin,"Wisconsin 2021 Select Race Data from the American Community Survey (2017-2021) at the Block Group level","US Census Bureau",SHP,13.9,20230608,wi_race_2021_bg.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2021%2FRACE%2Fbg_race_2021_shp%2Fwi_race_2021_bg.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=41586
Wisconsin,"Wisconsin 2021 Select Race Data from the American Community Survey (2017-2021) at the Census Tract level","US Census Bureau",CSV,0.1,20230608,wi_race_2021_t.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2021%2FRACE%2Ft_race_2021_csv%2Fwi_race_2021_t.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=41686
Wisconsin,"Wisconsin 2021 Select Race Data from the American Community Survey (2017-2021) at the Census Tract level","US Census Bureau",SHP,7.7,20230608,wi_race_2021_t.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2021%2FRACE%2Ft_race_2021_shp%2Fwi_race_2021_t.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=41686
Wisconsin,"Wisconsin 2021 Select Race Data from the American Community Survey (2017-2021) at the County level","US Census Bureau",CSV,0.1,20230608,wi_race_2021_cnty.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2021%2FRACE%2Fcnty_race_2021_csv%2Fwi_race_2021_cnty.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=41636
Wisconsin,"Wisconsin 2021 Select Race Data from the American Community Survey (2017-2021) at the County level","US Census Bureau",SHP,1,20230608,wi_race_2021_cnty.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2021%2FRACE%2Fcnty_race_2021_shp%2Fwi_race_2021_cnty.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=41636
Wisconsin,"Wisconsin 2022 General Election Reporting Unit Level Results and Boundaries",RDH,SHP,15.3,20231222,wi_gen_22_ru.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2Felections_results_precinct_boundaries_2022%2Fwi_gen_22_ru.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=43025
Wisconsin,"Wisconsin 2022 Primary Election Candidate Data",538,CSV,0.1,20221201,wi_2022_primary_cand_data.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2Fcandidate_data%2Fwi_2022_primary_cand_data.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=37672
Wisconsin,"Wisconsin 2022 Select Citizen Data from the American Community Survey (2018-2022) at the Census Tract level","US Census Bureau",CSV,0.1,20240315,wi_cit_2022_t.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2022%2FCITIZEN%2Ft_cit_2022_csv%2Fwi_cit_2022_t.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=45108
Wisconsin,"Wisconsin 2022 Select Citizen Data from the American Community Survey (2018-2022) at the Census Tract level","US Census Bureau",SHP,7.7,20240315,wi_cit_2022_t.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2022%2FCITIZEN%2Ft_cit_2022_shp%2Fwi_cit_2022_t.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=45108
Wisconsin,"Wisconsin 2022 Select Citizen Data from the American Community Survey (2018-2022) at the County level","US Census Bureau",CSV,0.1,20240315,wi_cit_2022_cnty.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2022%2FCITIZEN%2Fcnty_cit_2022_csv%2Fwi_cit_2022_cnty.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=45058
Wisconsin,"Wisconsin 2022 Select Citizen Data from the American Community Survey (2018-2022) at the County level","US Census Bureau",SHP,1,20240315,wi_cit_2022_cnty.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2022%2FCITIZEN%2Fcnty_cit_2022_shp%2Fwi_cit_2022_cnty.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=45058
Wisconsin,"Wisconsin 2022 Select Educational Attainment Data from the American Community Survey (2018-2022) at the Block Group level","US Census Bureau",CSV,0.1,20240315,wi_edu_2022_bg.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2022%2FEDUCATION%2Fbg_edu_2022_csv%2Fwi_edu_2022_bg.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=45158
Wisconsin,"Wisconsin 2022 Select Educational Attainment Data from the American Community Survey (2018-2022) at the Block Group level","US Census Bureau",SHP,13.9,20240315,wi_edu_2022_bg.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2022%2FEDUCATION%2Fbg_edu_2022_shp%2Fwi_edu_2022_bg.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=45158
Wisconsin,"Wisconsin 2022 Select Educational Attainment Data from the American Community Survey (2018-2022) at the Census Tract level","US Census Bureau",CSV,0.1,20240315,wi_edu_2022_t.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2022%2FEDUCATION%2Ft_edu_2022_csv%2Fwi_edu_2022_t.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=45258
Wisconsin,"Wisconsin 2022 Select Educational Attainment Data from the American Community Survey (2018-2022) at the Census Tract level","US Census Bureau",SHP,7.7,20240315,wi_edu_2022_t.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2022%2FEDUCATION%2Ft_edu_2022_shp%2Fwi_edu_2022_t.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=45258
Wisconsin,"Wisconsin 2022 Select Educational Attainment Data from the American Community Survey (2018-2022) at the County level","US Census Bureau",CSV,0.1,20240315,wi_edu_2022_cnty.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2022%2FEDUCATION%2Fcnty_edu_2022_csv%2Fwi_edu_2022_cnty.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=45208
Wisconsin,"Wisconsin 2022 Select Educational Attainment Data from the American Community Survey (2018-2022) at the County level","US Census Bureau",SHP,1,20240315,wi_edu_2022_cnty.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2022%2FEDUCATION%2Fcnty_edu_2022_shp%2Fwi_edu_2022_cnty.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=45208
Wisconsin,"Wisconsin 2022 Select Income Data from the American Community Survey (2018-2022) at the Block Group level","US Census Bureau",CSV,0.1,20240318,wi_inc_2022_bg.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2022%2FINCOME%2Fbg_inc_2022_csv%2Fwi_inc_2022_bg.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=45588
Wisconsin,"Wisconsin 2022 Select Income Data from the American Community Survey (2018-2022) at the Block Group level","US Census Bureau",SHP,14,20240318,wi_inc_2022_bg.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2022%2FINCOME%2Fbg_inc_2022_shp%2Fwi_inc_2022_bg.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=45588
Wisconsin,"Wisconsin 2022 Select Income Data from the American Community Survey (2018-2022) at the Census Tract level","US Census Bureau",CSV,0.1,20240318,wi_inc_2022_t.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2022%2FINCOME%2Ft_inc_2022_csv%2Fwi_inc_2022_t.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=45688
Wisconsin,"Wisconsin 2022 Select Income Data from the American Community Survey (2018-2022) at the Census Tract level","US Census Bureau",SHP,7.7,20240318,wi_inc_2022_t.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2022%2FINCOME%2Ft_inc_2022_shp%2Fwi_inc_2022_t.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=45688
Wisconsin,"Wisconsin 2022 Select Income Data from the American Community Survey (2018-2022) at the County level","US Census Bureau",CSV,0.1,20240318,wi_inc_2022_cnty.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2022%2FINCOME%2Fcnty_inc_2022_csv%2Fwi_inc_2022_cnty.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=45638
Wisconsin,"Wisconsin 2022 Select Income Data from the American Community Survey (2018-2022) at the County level","US Census Bureau",SHP,1,20240318,wi_inc_2022_cnty.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2022%2FINCOME%2Fcnty_inc_2022_shp%2Fwi_inc_2022_cnty.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=45638
Wisconsin,"Wisconsin 2022 Select Language Data from the American Community Survey (2018-2022) at the Census Tract level","US Census Bureau",CSV,0.1,20240315,wi_lang_2022_t.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2022%2FLANGUAGE%2Ft_lang_2022_csv%2Fwi_lang_2022_t.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=45358
Wisconsin,"Wisconsin 2022 Select Language Data from the American Community Survey (2018-2022) at the Census Tract level","US Census Bureau",SHP,7.7,20240315,wi_lang_2022_t.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2022%2FLANGUAGE%2Ft_lang_2022_shp%2Fwi_lang_2022_t.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=45358
Wisconsin,"Wisconsin 2022 Select Language Data from the American Community Survey (2018-2022) at the County level","US Census Bureau",CSV,0.1,20240315,wi_lang_2022_cnty.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2022%2FLANGUAGE%2Fcnty_lang_2022_csv%2Fwi_lang_2022_cnty.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=45308
Wisconsin,"Wisconsin 2022 Select Language Data from the American Community Survey (2018-2022) at the County level","US Census Bureau",SHP,1,20240315,wi_lang_2022_cnty.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2022%2FLANGUAGE%2Fcnty_lang_2022_shp%2Fwi_lang_2022_cnty.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=45308
Wisconsin,"Wisconsin 2022 Select Poverty Data from the American Community Survey (2018-2022) at the Block Group level","US Census Bureau",CSV,0.1,20240318,wi_pov_2022_bg.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2022%2FPOVERTY%2Fbg_pov_2022_csv%2Fwi_pov_2022_bg.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=45738
Wisconsin,"Wisconsin 2022 Select Poverty Data from the American Community Survey (2018-2022) at the Block Group level","US Census Bureau",SHP,13.9,20240318,wi_pov_2022_bg.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2022%2FPOVERTY%2Fbg_pov_2022_shp%2Fwi_pov_2022_bg.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=45738
Wisconsin,"Wisconsin 2022 Select Poverty Data from the American Community Survey (2018-2022) at the Census Tract level","US Census Bureau",CSV,0.1,20240318,wi_pov_2022_t.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2022%2FPOVERTY%2Ft_pov_2022_csv%2Fwi_pov_2022_t.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=45838
Wisconsin,"Wisconsin 2022 Select Poverty Data from the American Community Survey (2018-2022) at the Census Tract level","US Census Bureau",SHP,7.7,20240318,wi_pov_2022_t.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2022%2FPOVERTY%2Ft_pov_2022_shp%2Fwi_pov_2022_t.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=45838
Wisconsin,"Wisconsin 2022 Select Poverty Data from the American Community Survey (2018-2022) at the County level","US Census Bureau",CSV,0.1,20240318,wi_pov_2022_cnty.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2022%2FPOVERTY%2Fcnty_pov_2022_csv%2Fwi_pov_2022_cnty.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=45788
Wisconsin,"Wisconsin 2022 Select Poverty Data from the American Community Survey (2018-2022) at the County level","US Census Bureau",SHP,1,20240318,wi_pov_2022_cnty.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2022%2FPOVERTY%2Fcnty_pov_2022_shp%2Fwi_pov_2022_cnty.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=45788
Wisconsin,"Wisconsin 2022 Select Race Data from the American Community Survey (2018-2022) at the Block Group level","US Census Bureau",CSV,0.1,20240315,wi_race_2022_bg.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2022%2FRACE%2Fbg_race_2022_csv%2Fwi_race_2022_bg.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=45408
Wisconsin,"Wisconsin 2022 Select Race Data from the American Community Survey (2018-2022) at the Block Group level","US Census Bureau",SHP,13.9,20240315,wi_race_2022_bg.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2022%2FRACE%2Fbg_race_2022_shp%2Fwi_race_2022_bg.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=45408
Wisconsin,"Wisconsin 2022 Select Race Data from the American Community Survey (2018-2022) at the Census Tract level","US Census Bureau",CSV,0.1,20240315,wi_race_2022_t.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2022%2FRACE%2Ft_race_2022_csv%2Fwi_race_2022_t.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=45508
Wisconsin,"Wisconsin 2022 Select Race Data from the American Community Survey (2018-2022) at the Census Tract level","US Census Bureau",SHP,7.7,20240315,wi_race_2022_t.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2022%2FRACE%2Ft_race_2022_shp%2Fwi_race_2022_t.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=45508
Wisconsin,"Wisconsin 2022 Select Race Data from the American Community Survey (2018-2022) at the County level","US Census Bureau",CSV,0.1,20240315,wi_race_2022_cnty.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2022%2FRACE%2Fcnty_race_2022_csv%2Fwi_race_2022_cnty.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=45458
Wisconsin,"Wisconsin 2022 Select Race Data from the American Community Survey (2018-2022) at the County level","US Census Bureau",SHP,1,20240315,wi_race_2022_cnty.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2022%2FRACE%2Fcnty_race_2022_shp%2Fwi_race_2022_cnty.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=45458
Wisconsin,"Wisconsin 2023 Select Citizen Data from the American Community Survey (2019-2023) at the Census Tract level","US Census Bureau",CSV,0.1,20250320,wi_cit_2023_t.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2023%2FCITIZENSHIP%2Ft_cit_2023_csv%2Fwi_cit_2023_t.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=50669
Wisconsin,"Wisconsin 2023 Select Citizen Data from the American Community Survey (2019-2023) at the Census Tract level","US Census Bureau",SHP,7.7,20250320,wi_cit_2023_t.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2023%2FCITIZENSHIP%2Ft_cit_2023_shp%2Fwi_cit_2023_t.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=50669
Wisconsin,"Wisconsin 2023 Select Citizen Data from the American Community Survey (2019-2023) at the County level","US Census Bureau",CSV,0.1,20250320,wi_cit_2023_cnty.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2023%2FCITIZENSHIP%2Fcnty_cit_2023_csv%2Fwi_cit_2023_cnty.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=50620
Wisconsin,"Wisconsin 2023 Select Citizen Data from the American Community Survey (2019-2023) at the County level","US Census Bureau",SHP,1,20250320,wi_cit_2023_cnty.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2023%2FCITIZENSHIP%2Fcnty_cit_2023_shp%2Fwi_cit_2023_cnty.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=50620
Wisconsin,"Wisconsin 2023 Select Educational Attainment Data from the American Community Survey (2019-2023) at the Block Group level","US Census Bureau",CSV,0.1,20250320,wi_edu_2023_bg.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2023%2FEDUCATION%2Fbg_edu_2023_csv%2Fwi_edu_2023_bg.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=50718
Wisconsin,"Wisconsin 2023 Select Educational Attainment Data from the American Community Survey (2019-2023) at the Block Group level","US Census Bureau",SHP,13.9,20250320,wi_edu_2023_bg.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2023%2FEDUCATION%2Fbg_edu_2023_shp%2Fwi_edu_2023_bg.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=50718
Wisconsin,"Wisconsin 2023 Select Educational Attainment Data from the American Community Survey (2019-2023) at the Census Tract level","US Census Bureau",CSV,0.1,20250320,wi_edu_2023_t.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2023%2FEDUCATION%2Ft_edu_2023_csv%2Fwi_edu_2023_t.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=50817
Wisconsin,"Wisconsin 2023 Select Educational Attainment Data from the American Community Survey (2019-2023) at the Census Tract level","US Census Bureau",SHP,7.7,20250320,wi_edu_2023_t.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2023%2FEDUCATION%2Ft_edu_2023_shp%2Fwi_edu_2023_t.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=50817
Wisconsin,"Wisconsin 2023 Select Educational Attainment Data from the American Community Survey (2019-2023) at the County level","US Census Bureau",CSV,0.1,20250320,wi_edu_2023_cnty.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2023%2FEDUCATION%2Fcnty_edu_2023_csv%2Fwi_edu_2023_cnty.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=50768
Wisconsin,"Wisconsin 2023 Select Educational Attainment Data from the American Community Survey (2019-2023) at the County level","US Census Bureau",SHP,1,20250320,wi_edu_2023_cnty.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2023%2FEDUCATION%2Fcnty_edu_2023_shp%2Fwi_edu_2023_cnty.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=50768
Wisconsin,"Wisconsin 2023 Select Income Data from the American Community Survey (2019-2023) at the Block Group level","US Census Bureau",CSV,0.1,20250320,wi_inc_2023_bg.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2023%2FINCOME%2Fbg_inc_2023_csv%2Fwi_inc_2023_bg.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=50866
Wisconsin,"Wisconsin 2023 Select Income Data from the American Community Survey (2019-2023) at the Block Group level","US Census Bureau",SHP,13.9,20250320,wi_inc_2023_bg.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2023%2FINCOME%2Fbg_inc_2023_shp%2Fwi_inc_2023_bg.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=50866
Wisconsin,"Wisconsin 2023 Select Income Data from the American Community Survey (2019-2023) at the Census Tract level","US Census Bureau",CSV,0.1,20250320,wi_inc_2023_t.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2023%2FINCOME%2Ft_inc_2023_csv%2Fwi_inc_2023_t.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=50965
Wisconsin,"Wisconsin 2023 Select Income Data from the American Community Survey (2019-2023) at the Census Tract level","US Census Bureau",SHP,7.7,20250320,wi_inc_2023_t.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2023%2FINCOME%2Ft_inc_2023_shp%2Fwi_inc_2023_t.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=50965
Wisconsin,"Wisconsin 2023 Select Income Data from the American Community Survey (2019-2023) at the County level","US Census Bureau",CSV,0.1,20250320,wi_inc_2023_cnty.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2023%2FINCOME%2Fcnty_inc_2023_csv%2Fwi_inc_2023_cnty.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=50916
Wisconsin,"Wisconsin 2023 Select Income Data from the American Community Survey (2019-2023) at the County level","US Census Bureau",SHP,1,20250320,wi_inc_2023_cnty.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2023%2FINCOME%2Fcnty_inc_2023_shp%2Fwi_inc_2023_cnty.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=50916
Wisconsin,"Wisconsin 2023 Select Language Data from the American Community Survey (2019-2023) at the Census Tract level","US Census Bureau",CSV,0.1,20250320,wi_lang_2023_t.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2023%2FLANGUAGE%2Ft_lang_2023_csv%2Fwi_lang_2023_t.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=51064
